name,female,male,total,p_female,simulation
Kaiwi,50,47,97,0.5154639175257731,32
Kalā/Kala,27,22,49,0.5510204081632653,32
Kalama,86,42,128,0.671875,32
Kalawaiʻa,60,39,99,0.6060606060606061,32
Kalehua,28,14,42,0.6666666666666666,32
Kalei,19,21,40,0.475,32
Kaleo,21,22,43,0.4883720930232558,32
Kalili,43,33,76,0.5657894736842105,32
Kalua,185,142,327,0.5657492354740061,32
Ahia,23,20,43,0.5348837209302325,33
Alapaʻi,27,25,52,0.5192307692307693,33
Haʻaheo,22,15,37,0.5945945945945946,33
Hana,50,45,95,0.5263157894736842,33
Haole,32,14,46,0.6956521739130435,33
Hina,28,17,45,0.6222222222222222,33
ʻEhu,18,29,47,0.3829787234042553,33
Kahananui,49,46,95,0.5157894736842106,33
Kaheana,47,34,81,0.5802469135802469,33
Kahele,78,55,133,0.5864661654135338,33
Kahili/Kāhili,22,20,42,0.5238095238095238,33
Kahinu,33,20,53,0.6226415094339622,33
Kahue,87,60,147,0.5918367346938775,33
Kahuhu,21,19,40,0.525,33
Kaʻaeʻa,23,19,42,0.5476190476190477,33
Kaʻahanui,29,26,55,0.5272727272727272,33
Kaʻai,36,26,62,0.5806451612903226,33
Kaʻaihue,37,24,61,0.6065573770491803,33
Kaʻākau,38,31,69,0.5507246376811594,33
Kaʻanāʻanā,79,62,141,0.5602836879432624,33
Kaʻaua/Kaʻauʻa,64,34,98,0.6530612244897959,33
Kaʻaukai,47,23,70,0.6714285714285714,33
Kaʻawa,36,17,53,0.6792452830188679,33
Kaʻili,59,35,94,0.6276595744680851,33
Kaʻilianu,26,25,51,0.5098039215686274,33
Kaiʻa,40,37,77,0.5194805194805194,33
Kaina,23,24,47,0.48936170212765956,33
Kaipo,25,17,42,0.5952380952380952,33
Kaiwi,57,40,97,0.5876288659793815,33
Kalā/Kala,29,20,49,0.5918367346938775,33
Kalama,81,47,128,0.6328125,33
Kalawaiʻa,61,38,99,0.6161616161616161,33
Kalehua,21,21,42,0.5,33
Kalei,20,20,40,0.5,33
Kaleo,26,17,43,0.6046511627906976,33
Kalili,49,27,76,0.6447368421052632,33
Kalua,191,136,327,0.5840978593272171,33
Ahia,24,19,43,0.5581395348837209,34
Alapaʻi,30,22,52,0.5769230769230769,34
Haʻaheo,26,11,37,0.7027027027027027,34
Hana,54,41,95,0.5684210526315789,34
Haole,30,16,46,0.6521739130434783,34
Hina,21,24,45,0.4666666666666667,34
ʻEhu,23,24,47,0.48936170212765956,34
Kahananui,55,40,95,0.5789473684210527,34
Kaheana,50,31,81,0.6172839506172839,34
Kahele,73,60,133,0.5488721804511278,34
Kahili/Kāhili,23,19,42,0.5476190476190477,34
Kahinu,28,25,53,0.5283018867924528,34
Kahue,93,54,147,0.6326530612244898,34
Kahuhu,23,17,40,0.575,34
Kaʻaeʻa,20,22,42,0.47619047619047616,34
Kaʻahanui,35,20,55,0.6363636363636364,34
Kaʻai,40,22,62,0.6451612903225806,34
Kaʻaihue,38,23,61,0.6229508196721312,34
Kaʻākau,47,22,69,0.6811594202898551,34
Kaʻanāʻanā,78,63,141,0.5531914893617021,34
Kaʻaua/Kaʻauʻa,53,45,98,0.5408163265306123,34
Kaʻaukai,46,24,70,0.6571428571428571,34
Kaʻawa,29,24,53,0.5471698113207547,34
Kaʻili,61,33,94,0.648936170212766,34
Kaʻilianu,33,18,51,0.6470588235294118,34
Kaiʻa,50,27,77,0.6493506493506493,34
Kaina,25,22,47,0.5319148936170213,34
Kaipo,23,19,42,0.5476190476190477,34
Kaiwi,57,40,97,0.5876288659793815,34
Kalā/Kala,29,20,49,0.5918367346938775,34
Kalama,65,63,128,0.5078125,34
Kalawaiʻa,63,36,99,0.6363636363636364,34
Kalehua,27,15,42,0.6428571428571429,34
Kalei,20,20,40,0.5,34
Kaleo,23,20,43,0.5348837209302325,34
Kalili,50,26,76,0.6578947368421053,34
Kalua,169,158,327,0.5168195718654435,34
Ahia,28,15,43,0.6511627906976745,35
Alapaʻi,32,20,52,0.6153846153846154,35
Haʻaheo,26,11,37,0.7027027027027027,35
Hana,56,39,95,0.5894736842105263,35
Haole,29,17,46,0.6304347826086957,35
Hina,26,19,45,0.5777777777777777,35
ʻEhu,28,19,47,0.5957446808510638,35
Kahananui,53,42,95,0.5578947368421052,35
Kaheana,46,35,81,0.5679012345679012,35
Kahele,72,61,133,0.5413533834586466,35
Kahili/Kāhili,28,14,42,0.6666666666666666,35
Kahinu,25,28,53,0.4716981132075472,35
Kahue,85,62,147,0.5782312925170068,35
Kahuhu,19,21,40,0.475,35
Kaʻaeʻa,23,19,42,0.5476190476190477,35
Kaʻahanui,32,23,55,0.5818181818181818,35
Kaʻai,40,22,62,0.6451612903225806,35
Kaʻaihue,39,22,61,0.639344262295082,35
Kaʻākau,36,33,69,0.5217391304347826,35
Kaʻanāʻanā,85,56,141,0.6028368794326241,35
Kaʻaua/Kaʻauʻa,51,47,98,0.5204081632653061,35
Kaʻaukai,39,31,70,0.5571428571428572,35
Kaʻawa,36,17,53,0.6792452830188679,35
Kaʻili,43,51,94,0.4574468085106383,35
Kaʻilianu,32,19,51,0.6274509803921569,35
Kaiʻa,47,30,77,0.6103896103896104,35
Kaina,29,18,47,0.6170212765957447,35
Kaipo,24,18,42,0.5714285714285714,35
Kaiwi,59,38,97,0.6082474226804123,35
Kalā/Kala,25,24,49,0.5102040816326531,35
Kalama,81,47,128,0.6328125,35
Kalawaiʻa,60,39,99,0.6060606060606061,35
Kalehua,30,12,42,0.7142857142857143,35
Kalei,26,14,40,0.65,35
Kaleo,24,19,43,0.5581395348837209,35
Kalili,38,38,76,0.5,35
Kalua,182,145,327,0.5565749235474006,35
Ahia,30,13,43,0.6976744186046512,36
Alapaʻi,32,20,52,0.6153846153846154,36
Haʻaheo,15,22,37,0.40540540540540543,36
Hana,61,34,95,0.6421052631578947,36
Haole,22,24,46,0.4782608695652174,36
Hina,24,21,45,0.5333333333333333,36
ʻEhu,28,19,47,0.5957446808510638,36
Kahananui,60,35,95,0.631578947368421,36
Kaheana,45,36,81,0.5555555555555556,36
Kahele,76,57,133,0.5714285714285714,36
Kahili/Kāhili,23,19,42,0.5476190476190477,36
Kahinu,31,22,53,0.5849056603773585,36
Kahue,83,64,147,0.564625850340136,36
Kahuhu,31,9,40,0.775,36
Kaʻaeʻa,26,16,42,0.6190476190476191,36
Kaʻahanui,34,21,55,0.6181818181818182,36
Kaʻai,30,32,62,0.4838709677419355,36
Kaʻaihue,33,28,61,0.5409836065573771,36
Kaʻākau,41,28,69,0.5942028985507246,36
Kaʻanāʻanā,80,61,141,0.5673758865248227,36
Kaʻaua/Kaʻauʻa,60,38,98,0.6122448979591837,36
Kaʻaukai,45,25,70,0.6428571428571429,36
Kaʻawa,36,17,53,0.6792452830188679,36
Kaʻili,53,41,94,0.5638297872340425,36
Kaʻilianu,27,24,51,0.5294117647058824,36
Kaiʻa,44,33,77,0.5714285714285714,36
Kaina,30,17,47,0.6382978723404256,36
Kaipo,19,23,42,0.4523809523809524,36
Kaiwi,58,39,97,0.5979381443298969,36
Kalā/Kala,19,30,49,0.3877551020408163,36
Kalama,71,57,128,0.5546875,36
Kalawaiʻa,55,44,99,0.5555555555555556,36
Kalehua,23,19,42,0.5476190476190477,36
Kalei,21,19,40,0.525,36
Kaleo,24,19,43,0.5581395348837209,36
Kalili,44,32,76,0.5789473684210527,36
Kalua,200,127,327,0.6116207951070336,36
Ahia,22,21,43,0.5116279069767442,37
Alapaʻi,29,23,52,0.5576923076923077,37
Haʻaheo,26,11,37,0.7027027027027027,37
Hana,66,29,95,0.6947368421052632,37
Haole,28,18,46,0.6086956521739131,37
Hina,28,17,45,0.6222222222222222,37
ʻEhu,29,18,47,0.6170212765957447,37
Kahananui,62,33,95,0.6526315789473685,37
Kaheana,48,33,81,0.5925925925925926,37
Kahele,75,58,133,0.5639097744360902,37
Kahili/Kāhili,30,12,42,0.7142857142857143,37
Kahinu,28,25,53,0.5283018867924528,37
Kahue,88,59,147,0.5986394557823129,37
Kahuhu,17,23,40,0.425,37
Kaʻaeʻa,26,16,42,0.6190476190476191,37
Kaʻahanui,28,27,55,0.509090909090909,37
Kaʻai,33,29,62,0.532258064516129,37
Kaʻaihue,38,23,61,0.6229508196721312,37
Kaʻākau,34,35,69,0.4927536231884058,37
Kaʻanāʻanā,74,67,141,0.524822695035461,37
Kaʻaua/Kaʻauʻa,60,38,98,0.6122448979591837,37
Kaʻaukai,42,28,70,0.6,37
Kaʻawa,26,27,53,0.49056603773584906,37
Kaʻili,54,40,94,0.574468085106383,37
Kaʻilianu,32,19,51,0.6274509803921569,37
Kaiʻa,39,38,77,0.5064935064935064,37
Kaina,28,19,47,0.5957446808510638,37
Kaipo,25,17,42,0.5952380952380952,37
Kaiwi,56,41,97,0.5773195876288659,37
Kalā/Kala,24,25,49,0.4897959183673469,37
Kalama,85,43,128,0.6640625,37
Kalawaiʻa,57,42,99,0.5757575757575758,37
Kalehua,24,18,42,0.5714285714285714,37
Kalei,22,18,40,0.55,37
Kaleo,24,19,43,0.5581395348837209,37
Kalili,42,34,76,0.5526315789473685,37
Kalua,185,142,327,0.5657492354740061,37
Ahia,24,19,43,0.5581395348837209,38
Alapaʻi,29,23,52,0.5576923076923077,38
Haʻaheo,21,16,37,0.5675675675675675,38
Hana,61,34,95,0.6421052631578947,38
Haole,28,18,46,0.6086956521739131,38
Hina,25,20,45,0.5555555555555556,38
ʻEhu,28,19,47,0.5957446808510638,38
Kahananui,54,41,95,0.5684210526315789,38
Kaheana,47,34,81,0.5802469135802469,38
Kahele,70,63,133,0.5263157894736842,38
Kahili/Kāhili,20,22,42,0.47619047619047616,38
Kahinu,31,22,53,0.5849056603773585,38
Kahue,80,67,147,0.54421768707483,38
Kahuhu,18,22,40,0.45,38
Kaʻaeʻa,24,18,42,0.5714285714285714,38
Kaʻahanui,34,21,55,0.6181818181818182,38
Kaʻai,40,22,62,0.6451612903225806,38
Kaʻaihue,39,22,61,0.639344262295082,38
Kaʻākau,40,29,69,0.5797101449275363,38
Kaʻanāʻanā,84,57,141,0.5957446808510638,38
Kaʻaua/Kaʻauʻa,52,46,98,0.5306122448979592,38
Kaʻaukai,42,28,70,0.6,38
Kaʻawa,25,28,53,0.4716981132075472,38
Kaʻili,57,37,94,0.6063829787234043,38
Kaʻilianu,29,22,51,0.5686274509803921,38
Kaiʻa,46,31,77,0.5974025974025974,38
Kaina,29,18,47,0.6170212765957447,38
Kaipo,25,17,42,0.5952380952380952,38
Kaiwi,54,43,97,0.5567010309278351,38
Kalā/Kala,23,26,49,0.46938775510204084,38
Kalama,83,45,128,0.6484375,38
Kalawaiʻa,60,39,99,0.6060606060606061,38
Kalehua,29,13,42,0.6904761904761905,38
Kalei,26,14,40,0.65,38
Kaleo,28,15,43,0.6511627906976745,38
Kalili,47,29,76,0.618421052631579,38
Kalua,182,145,327,0.5565749235474006,38
Ahia,23,20,43,0.5348837209302325,39
Alapaʻi,39,13,52,0.75,39
Haʻaheo,21,16,37,0.5675675675675675,39
Hana,53,42,95,0.5578947368421052,39
Haole,29,17,46,0.6304347826086957,39
Hina,31,14,45,0.6888888888888889,39
ʻEhu,29,18,47,0.6170212765957447,39
Kahananui,57,38,95,0.6,39
Kaheana,46,35,81,0.5679012345679012,39
Kahele,87,46,133,0.6541353383458647,39
Kahili/Kāhili,19,23,42,0.4523809523809524,39
Kahinu,31,22,53,0.5849056603773585,39
Kahue,73,74,147,0.4965986394557823,39
Kahuhu,25,15,40,0.625,39
Kaʻaeʻa,22,20,42,0.5238095238095238,39
Kaʻahanui,35,20,55,0.6363636363636364,39
Kaʻai,39,23,62,0.6290322580645161,39
Kaʻaihue,37,24,61,0.6065573770491803,39
Kaʻākau,42,27,69,0.6086956521739131,39
Kaʻanāʻanā,85,56,141,0.6028368794326241,39
Kaʻaua/Kaʻauʻa,46,52,98,0.46938775510204084,39
Kaʻaukai,48,22,70,0.6857142857142857,39
Kaʻawa,34,19,53,0.6415094339622641,39
Kaʻili,49,45,94,0.5212765957446809,39
Kaʻilianu,30,21,51,0.5882352941176471,39
Kaiʻa,38,39,77,0.4935064935064935,39
Kaina,26,21,47,0.5531914893617021,39
Kaipo,25,17,42,0.5952380952380952,39
Kaiwi,69,28,97,0.711340206185567,39
Kalā/Kala,35,14,49,0.7142857142857143,39
Kalama,71,57,128,0.5546875,39
Kalawaiʻa,53,46,99,0.5353535353535354,39
Kalehua,22,20,42,0.5238095238095238,39
Kalei,23,17,40,0.575,39
Kaleo,20,23,43,0.46511627906976744,39
Kalili,41,35,76,0.5394736842105263,39
Kalua,181,146,327,0.5535168195718655,39
Ahia,25,18,43,0.5813953488372093,40
Alapaʻi,28,24,52,0.5384615384615384,40
Haʻaheo,21,16,37,0.5675675675675675,40
Hana,58,37,95,0.6105263157894737,40
Haole,25,21,46,0.5434782608695652,40
Hina,31,14,45,0.6888888888888889,40
ʻEhu,28,19,47,0.5957446808510638,40
Kahananui,57,38,95,0.6,40
Kaheana,40,41,81,0.49382716049382713,40
Kahele,71,62,133,0.5338345864661654,40
Kahili/Kāhili,24,18,42,0.5714285714285714,40
Kahinu,36,17,53,0.6792452830188679,40
Kahue,83,64,147,0.564625850340136,40
Kahuhu,25,15,40,0.625,40
Kaʻaeʻa,26,16,42,0.6190476190476191,40
Kaʻahanui,27,28,55,0.4909090909090909,40
Kaʻai,33,29,62,0.532258064516129,40
Kaʻaihue,32,29,61,0.5245901639344263,40
Kaʻākau,43,26,69,0.6231884057971014,40
Kaʻanāʻanā,93,48,141,0.6595744680851063,40
Kaʻaua/Kaʻauʻa,59,39,98,0.6020408163265306,40
Kaʻaukai,40,30,70,0.5714285714285714,40
Kaʻawa,25,28,53,0.4716981132075472,40
Kaʻili,50,44,94,0.5319148936170213,40
Kaʻilianu,28,23,51,0.5490196078431373,40
Kaiʻa,39,38,77,0.5064935064935064,40
Kaina,31,16,47,0.6595744680851063,40
Kaipo,24,18,42,0.5714285714285714,40
Kaiwi,62,35,97,0.6391752577319587,40
Kalā/Kala,28,21,49,0.5714285714285714,40
Kalama,68,60,128,0.53125,40
Kalawaiʻa,64,35,99,0.6464646464646465,40
Kalehua,26,16,42,0.6190476190476191,40
Kalei,26,14,40,0.65,40
Kaleo,25,18,43,0.5813953488372093,40
Kalili,50,26,76,0.6578947368421053,40
Kalua,183,144,327,0.5596330275229358,40
Ahia,25,18,43,0.5813953488372093,41
Alapaʻi,30,22,52,0.5769230769230769,41
Haʻaheo,17,20,37,0.4594594594594595,41
Hana,47,48,95,0.49473684210526314,41
Haole,21,25,46,0.45652173913043476,41
Hina,29,16,45,0.6444444444444445,41
ʻEhu,30,17,47,0.6382978723404256,41
Kahananui,57,38,95,0.6,41
Kaheana,50,31,81,0.6172839506172839,41
Kahele,79,54,133,0.5939849624060151,41
Kahili/Kāhili,26,16,42,0.6190476190476191,41
Kahinu,30,23,53,0.5660377358490566,41
Kahue,86,61,147,0.5850340136054422,41
Kahuhu,27,13,40,0.675,41
Kaʻaeʻa,24,18,42,0.5714285714285714,41
Kaʻahanui,26,29,55,0.4727272727272727,41
Kaʻai,40,22,62,0.6451612903225806,41
Kaʻaihue,39,22,61,0.639344262295082,41
Kaʻākau,38,31,69,0.5507246376811594,41
Kaʻanāʻanā,78,63,141,0.5531914893617021,41
Kaʻaua/Kaʻauʻa,58,40,98,0.5918367346938775,41
Kaʻaukai,37,33,70,0.5285714285714286,41
Kaʻawa,34,19,53,0.6415094339622641,41
Kaʻili,60,34,94,0.6382978723404256,41
Kaʻilianu,32,19,51,0.6274509803921569,41
Kaiʻa,48,29,77,0.6233766233766234,41
Kaina,24,23,47,0.5106382978723404,41
Kaipo,21,21,42,0.5,41
Kaiwi,58,39,97,0.5979381443298969,41
Kalā/Kala,25,24,49,0.5102040816326531,41
Kalama,81,47,128,0.6328125,41
Kalawaiʻa,54,45,99,0.5454545454545454,41
Kalehua,27,15,42,0.6428571428571429,41
Kalei,23,17,40,0.575,41
Kaleo,21,22,43,0.4883720930232558,41
Kalili,36,40,76,0.47368421052631576,41
Kalua,196,131,327,0.599388379204893,41
Ahia,23,20,43,0.5348837209302325,42
Alapaʻi,31,21,52,0.5961538461538461,42
Haʻaheo,15,22,37,0.40540540540540543,42
Hana,53,42,95,0.5578947368421052,42
Haole,23,23,46,0.5,42
Hina,27,18,45,0.6,42
ʻEhu,31,16,47,0.6595744680851063,42
Kahananui,55,40,95,0.5789473684210527,42
Kaheana,45,36,81,0.5555555555555556,42
Kahele,79,54,133,0.5939849624060151,42
Kahili/Kāhili,27,15,42,0.6428571428571429,42
Kahinu,31,22,53,0.5849056603773585,42
Kahue,84,63,147,0.5714285714285714,42
Kahuhu,26,14,40,0.65,42
Kaʻaeʻa,25,17,42,0.5952380952380952,42
Kaʻahanui,29,26,55,0.5272727272727272,42
Kaʻai,41,21,62,0.6612903225806451,42
Kaʻaihue,32,29,61,0.5245901639344263,42
Kaʻākau,40,29,69,0.5797101449275363,42
Kaʻanāʻanā,84,57,141,0.5957446808510638,42
Kaʻaua/Kaʻauʻa,56,42,98,0.5714285714285714,42
Kaʻaukai,41,29,70,0.5857142857142857,42
Kaʻawa,33,20,53,0.6226415094339622,42
Kaʻili,54,40,94,0.574468085106383,42
Kaʻilianu,27,24,51,0.5294117647058824,42
Kaiʻa,45,32,77,0.5844155844155844,42
Kaina,30,17,47,0.6382978723404256,42
Kaipo,25,17,42,0.5952380952380952,42
Kaiwi,55,42,97,0.5670103092783505,42
Kalā/Kala,33,16,49,0.673469387755102,42
Kalama,73,55,128,0.5703125,42
Kalawaiʻa,57,42,99,0.5757575757575758,42
Kalehua,25,17,42,0.5952380952380952,42
Kalei,24,16,40,0.6,42
Kaleo,25,18,43,0.5813953488372093,42
Kalili,40,36,76,0.5263157894736842,42
Kalua,190,137,327,0.581039755351682,42
Ahia,24,19,43,0.5581395348837209,43
Alapaʻi,31,21,52,0.5961538461538461,43
Haʻaheo,19,18,37,0.5135135135135135,43
Hana,52,43,95,0.5473684210526316,43
Haole,24,22,46,0.5217391304347826,43
Hina,23,22,45,0.5111111111111111,43
ʻEhu,34,13,47,0.723404255319149,43
Kahananui,52,43,95,0.5473684210526316,43
Kaheana,38,43,81,0.4691358024691358,43
Kahele,76,57,133,0.5714285714285714,43
Kahili/Kāhili,28,14,42,0.6666666666666666,43
Kahinu,27,26,53,0.5094339622641509,43
Kahue,81,66,147,0.5510204081632653,43
Kahuhu,25,15,40,0.625,43
Kaʻaeʻa,23,19,42,0.5476190476190477,43
Kaʻahanui,37,18,55,0.6727272727272727,43
Kaʻai,37,25,62,0.5967741935483871,43
Kaʻaihue,39,22,61,0.639344262295082,43
Kaʻākau,49,20,69,0.7101449275362319,43
Kaʻanāʻanā,84,57,141,0.5957446808510638,43
Kaʻaua/Kaʻauʻa,46,52,98,0.46938775510204084,43
Kaʻaukai,36,34,70,0.5142857142857142,43
Kaʻawa,30,23,53,0.5660377358490566,43
Kaʻili,66,28,94,0.7021276595744681,43
Kaʻilianu,30,21,51,0.5882352941176471,43
Kaiʻa,41,36,77,0.5324675324675324,43
Kaina,31,16,47,0.6595744680851063,43
Kaipo,30,12,42,0.7142857142857143,43
Kaiwi,61,36,97,0.6288659793814433,43
Kalā/Kala,25,24,49,0.5102040816326531,43
Kalama,66,62,128,0.515625,43
Kalawaiʻa,60,39,99,0.6060606060606061,43
Kalehua,21,21,42,0.5,43
Kalei,18,22,40,0.45,43
Kaleo,24,19,43,0.5581395348837209,43
Kalili,40,36,76,0.5263157894736842,43
Kalua,206,121,327,0.6299694189602446,43
Ahia,19,24,43,0.4418604651162791,44
Alapaʻi,29,23,52,0.5576923076923077,44
Haʻaheo,25,12,37,0.6756756756756757,44
Hana,49,46,95,0.5157894736842106,44
Haole,28,18,46,0.6086956521739131,44
Hina,22,23,45,0.4888888888888889,44
ʻEhu,28,19,47,0.5957446808510638,44
Kahananui,41,54,95,0.43157894736842106,44
Kaheana,41,40,81,0.5061728395061729,44
Kahele,81,52,133,0.6090225563909775,44
Kahili/Kāhili,23,19,42,0.5476190476190477,44
Kahinu,30,23,53,0.5660377358490566,44
Kahue,86,61,147,0.5850340136054422,44
Kahuhu,26,14,40,0.65,44
Kaʻaeʻa,29,13,42,0.6904761904761905,44
Kaʻahanui,36,19,55,0.6545454545454545,44
Kaʻai,36,26,62,0.5806451612903226,44
Kaʻaihue,37,24,61,0.6065573770491803,44
Kaʻākau,37,32,69,0.5362318840579711,44
Kaʻanāʻanā,85,56,141,0.6028368794326241,44
Kaʻaua/Kaʻauʻa,56,42,98,0.5714285714285714,44
Kaʻaukai,41,29,70,0.5857142857142857,44
Kaʻawa,28,25,53,0.5283018867924528,44
Kaʻili,48,46,94,0.5106382978723404,44
Kaʻilianu,28,23,51,0.5490196078431373,44
Kaiʻa,50,27,77,0.6493506493506493,44
Kaina,27,20,47,0.574468085106383,44
Kaipo,25,17,42,0.5952380952380952,44
Kaiwi,57,40,97,0.5876288659793815,44
Kalā/Kala,34,15,49,0.6938775510204082,44
Kalama,78,50,128,0.609375,44
Kalawaiʻa,57,42,99,0.5757575757575758,44
Kalehua,25,17,42,0.5952380952380952,44
Kalei,20,20,40,0.5,44
Kaleo,25,18,43,0.5813953488372093,44
Kalili,46,30,76,0.6052631578947368,44
Kalua,201,126,327,0.6146788990825688,44
Ahia,27,16,43,0.627906976744186,45
Alapaʻi,37,15,52,0.7115384615384616,45
Haʻaheo,24,13,37,0.6486486486486487,45
Hana,57,38,95,0.6,45
Haole,18,28,46,0.391304347826087,45
Hina,18,27,45,0.4,45
ʻEhu,31,16,47,0.6595744680851063,45
Kahananui,64,31,95,0.6736842105263158,45
Kaheana,46,35,81,0.5679012345679012,45
Kahele,73,60,133,0.5488721804511278,45
Kahili/Kāhili,28,14,42,0.6666666666666666,45
Kahinu,33,20,53,0.6226415094339622,45
Kahue,82,65,147,0.5578231292517006,45
Kahuhu,27,13,40,0.675,45
Kaʻaeʻa,23,19,42,0.5476190476190477,45
Kaʻahanui,29,26,55,0.5272727272727272,45
Kaʻai,46,16,62,0.7419354838709677,45
Kaʻaihue,31,30,61,0.5081967213114754,45
Kaʻākau,32,37,69,0.463768115942029,45
Kaʻanāʻanā,79,62,141,0.5602836879432624,45
Kaʻaua/Kaʻauʻa,56,42,98,0.5714285714285714,45
Kaʻaukai,42,28,70,0.6,45
Kaʻawa,37,16,53,0.6981132075471698,45
Kaʻili,58,36,94,0.6170212765957447,45
Kaʻilianu,24,27,51,0.47058823529411764,45
Kaiʻa,38,39,77,0.4935064935064935,45
Kaina,29,18,47,0.6170212765957447,45
Kaipo,32,10,42,0.7619047619047619,45
Kaiwi,59,38,97,0.6082474226804123,45
Kalā/Kala,25,24,49,0.5102040816326531,45
Kalama,79,49,128,0.6171875,45
Kalawaiʻa,50,49,99,0.5050505050505051,45
Kalehua,23,19,42,0.5476190476190477,45
Kalei,27,13,40,0.675,45
Kaleo,22,21,43,0.5116279069767442,45
Kalili,46,30,76,0.6052631578947368,45
Kalua,182,145,327,0.5565749235474006,45
Ahia,23,20,43,0.5348837209302325,46
Alapaʻi,25,27,52,0.4807692307692308,46
Haʻaheo,20,17,37,0.5405405405405406,46
Hana,56,39,95,0.5894736842105263,46
Haole,26,20,46,0.5652173913043478,46
Hina,26,19,45,0.5777777777777777,46
ʻEhu,27,20,47,0.574468085106383,46
Kahananui,54,41,95,0.5684210526315789,46
Kaheana,49,32,81,0.6049382716049383,46
Kahele,67,66,133,0.5037593984962406,46
Kahili/Kāhili,29,13,42,0.6904761904761905,46
Kahinu,33,20,53,0.6226415094339622,46
Kahue,91,56,147,0.6190476190476191,46
Kahuhu,21,19,40,0.525,46
Kaʻaeʻa,27,15,42,0.6428571428571429,46
Kaʻahanui,32,23,55,0.5818181818181818,46
Kaʻai,39,23,62,0.6290322580645161,46
Kaʻaihue,38,23,61,0.6229508196721312,46
Kaʻākau,35,34,69,0.5072463768115942,46
Kaʻanāʻanā,84,57,141,0.5957446808510638,46
Kaʻaua/Kaʻauʻa,49,49,98,0.5,46
Kaʻaukai,38,32,70,0.5428571428571428,46
Kaʻawa,33,20,53,0.6226415094339622,46
Kaʻili,52,42,94,0.5531914893617021,46
Kaʻilianu,35,16,51,0.6862745098039216,46
Kaiʻa,45,32,77,0.5844155844155844,46
Kaina,29,18,47,0.6170212765957447,46
Kaipo,29,13,42,0.6904761904761905,46
Kaiwi,55,42,97,0.5670103092783505,46
Kalā/Kala,28,21,49,0.5714285714285714,46
Kalama,74,54,128,0.578125,46
Kalawaiʻa,63,36,99,0.6363636363636364,46
Kalehua,27,15,42,0.6428571428571429,46
Kalei,19,21,40,0.475,46
Kaleo,25,18,43,0.5813953488372093,46
Kalili,41,35,76,0.5394736842105263,46
Kalua,190,137,327,0.581039755351682,46
Ahia,17,26,43,0.3953488372093023,47
Alapaʻi,28,24,52,0.5384615384615384,47
Haʻaheo,23,14,37,0.6216216216216216,47
Hana,49,46,95,0.5157894736842106,47
Haole,21,25,46,0.45652173913043476,47
Hina,32,13,45,0.7111111111111111,47
ʻEhu,27,20,47,0.574468085106383,47
Kahananui,56,39,95,0.5894736842105263,47
Kaheana,46,35,81,0.5679012345679012,47
Kahele,74,59,133,0.556390977443609,47
Kahili/Kāhili,24,18,42,0.5714285714285714,47
Kahinu,42,11,53,0.7924528301886793,47
Kahue,92,55,147,0.6258503401360545,47
Kahuhu,19,21,40,0.475,47
Kaʻaeʻa,25,17,42,0.5952380952380952,47
Kaʻahanui,32,23,55,0.5818181818181818,47
Kaʻai,33,29,62,0.532258064516129,47
Kaʻaihue,31,30,61,0.5081967213114754,47
Kaʻākau,42,27,69,0.6086956521739131,47
Kaʻanāʻanā,82,59,141,0.5815602836879432,47
Kaʻaua/Kaʻauʻa,60,38,98,0.6122448979591837,47
Kaʻaukai,43,27,70,0.6142857142857143,47
Kaʻawa,24,29,53,0.4528301886792453,47
Kaʻili,60,34,94,0.6382978723404256,47
Kaʻilianu,29,22,51,0.5686274509803921,47
Kaiʻa,45,32,77,0.5844155844155844,47
Kaina,29,18,47,0.6170212765957447,47
Kaipo,22,20,42,0.5238095238095238,47
Kaiwi,55,42,97,0.5670103092783505,47
Kalā/Kala,27,22,49,0.5510204081632653,47
Kalama,79,49,128,0.6171875,47
Kalawaiʻa,59,40,99,0.5959595959595959,47
Kalehua,27,15,42,0.6428571428571429,47
Kalei,21,19,40,0.525,47
Kaleo,24,19,43,0.5581395348837209,47
Kalili,50,26,76,0.6578947368421053,47
Kalua,185,142,327,0.5657492354740061,47
Ahia,18,25,43,0.4186046511627907,48
Alapaʻi,36,16,52,0.6923076923076923,48
Haʻaheo,22,15,37,0.5945945945945946,48
Hana,68,27,95,0.7157894736842105,48
Haole,28,18,46,0.6086956521739131,48
Hina,28,17,45,0.6222222222222222,48
ʻEhu,23,24,47,0.48936170212765956,48
Kahananui,48,47,95,0.5052631578947369,48
Kaheana,45,36,81,0.5555555555555556,48
Kahele,71,62,133,0.5338345864661654,48
Kahili/Kāhili,20,22,42,0.47619047619047616,48
Kahinu,34,19,53,0.6415094339622641,48
Kahue,87,60,147,0.5918367346938775,48
Kahuhu,25,15,40,0.625,48
Kaʻaeʻa,20,22,42,0.47619047619047616,48
Kaʻahanui,33,22,55,0.6,48
Kaʻai,30,32,62,0.4838709677419355,48
Kaʻaihue,38,23,61,0.6229508196721312,48
Kaʻākau,40,29,69,0.5797101449275363,48
Kaʻanāʻanā,89,52,141,0.6312056737588653,48
Kaʻaua/Kaʻauʻa,50,48,98,0.5102040816326531,48
Kaʻaukai,37,33,70,0.5285714285714286,48
Kaʻawa,30,23,53,0.5660377358490566,48
Kaʻili,60,34,94,0.6382978723404256,48
